Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementPresent(findTestObject(""Product Ecommerce/Kupon/Verifikasi Halaman Voucher Product""), 0)",Edge Chromium 117,,,2023-10-05 15:40:41,2023-10-05 15:40:42,0.666s,PASSED
"click(findTestObject(""Product Ecommerce/Kupon/Button Edit Voucher""))",Edge Chromium 117,,,2023-10-05 15:40:42,2023-10-05 15:40:42,0.364s,PASSED
"setText(findTestObject(""Product Ecommerce/Kupon/Input Kode Kupon""), kodeKupon)",Edge Chromium 117,,,2023-10-05 15:40:42,2023-10-05 15:40:43,0.805s,PASSED
"click(findTestObject(""Product Ecommerce/Kupon/Button Simpan""))",Edge Chromium 117,,,2023-10-05 15:40:43,2023-10-05 15:40:44,0.351s,PASSED
"dataList = findWebElements(findTestObject(""Object Repository/Product Ecommerce/Kupon/Data Semua Voucher""), 10)",Edge Chromium 117,,,2023-10-05 15:40:44,2023-10-05 15:40:44,0.773s,PASSED
"dataKupon = """"",Edge Chromium 117,,,2023-10-05 15:40:44,2023-10-05 15:40:44,0.000s,PASSED
"for ([i = 0, i < dataList.size(), (i++)])",Edge Chromium 117,,,2023-10-05 15:40:44,2023-10-05 15:40:44,0.026s,PASSED
println(dataKupon),Edge Chromium 117,,,2023-10-05 15:40:44,2023-10-05 15:40:44,0.000s,PASSED
assert dataKupon.contains(kodeKupon),Edge Chromium 117,,,2023-10-05 15:40:44,2023-10-05 15:40:44,0.000s,PASSED
,,,,,,,
Test Cases/Product Ecommerce/TC-PE-011,Edge Chromium 117,user ingin menghapus Kupon produk,,2023-10-05 15:40:44,2023-10-05 15:41:31,46.296s,FAILED
"callTestCase(findTestCase(""Product Ecommerce/TC-PE-001""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-05 15:40:45,2023-10-05 15:40:57,12.666s,PASSED
"mouseOver(findTestObject(""Product Ecommerce/Image Gambar produk 1""))",Edge Chromium 117,,,2023-10-05 15:40:57,2023-10-05 15:40:58,0.478s,PASSED
"click(findTestObject(""Product Ecommerce/Tambahkan Product/Edit Data""))",Edge Chromium 117,,,2023-10-05 15:40:58,2023-10-05 15:40:59,0.914s,PASSED
"click(findTestObject(""Product Ecommerce/Kupon/Button Buat Product""))",Edge Chromium 117,,,2023-10-05 15:40:59,2023-10-05 15:40:59,0.603s,PASSED
"verifyElementPresent(findTestObject(""Product Ecommerce/Kupon/Verifikasi Halaman Voucher Product""), 0)",Edge Chromium 117,,,2023-10-05 15:40:59,2023-10-05 15:41:00,0.670s,PASSED
"click(findTestObject(""Product Ecommerce/Kupon/Button Hapus Data""))",Edge Chromium 117,,,2023-10-05 15:41:00,2023-10-05 15:41:00,0.361s,PASSED
"verifyElementNotPresent(findTestObject(""Product Ecommerce/Kupon/Button Edit Voucher""), 0)",Edge Chromium 117,,,2023-10-05 15:41:00,2023-10-05 15:41:31,30.312s,FAILED
,,,,,,,
Test Cases/Product Ecommerce/TC-PE-012,Edge Chromium 117,user menambah kolom variasi produk sebanyak 20,,2023-10-05 15:41:31,2023-10-05 15:41:57,26.000s,PASSED
"callTestCase(findTestCase(""Product Ecommerce/TC-PE-001""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-05 15:41:31,2023-10-05 15:41:44,12.549s,PASSED
"mouseOver(findTestObject(""Product Ecommerce/Image Gambar produk 1""))",Edge Chromium 117,,,2023-10-05 15:41:44,2023-10-05 15:41:44,0.476s,PASSED
"click(findTestObject(""Product Ecommerce/Tambahkan Product/Edit Data""))",Edge Chromium 117,,,2023-10-05 15:41:44,2023-10-05 15:41:45,0.811s,PASSED
"verifyElementPresent(findTestObject(""Product Ecommerce/Tambahkan Product/Button Update Data""), 0)",Edge Chromium 117,,,2023-10-05 15:41:45,2023-10-05 15:41:45,0.540s,PASSED
"variasiAwal = findWebElements(findTestObject(""Object Repository/Product Ecommerce/Tambahkan Product/Jumlah Variasi Warna""), 10)",Edge Chromium 117,,,2023-10-05 15:41:45,2023-10-05 15:41:46,0.307s,PASSED
"for ([i = 0, i < 20, (i++)])",Edge Chromium 117,,,2023-10-05 15:41:46,2023-10-05 15:41:56,10.514s,PASSED
"variasiAkhir = findWebElements(findTestObject(""Object Repository/Product Ecommerce/Tambahkan Product/Jumlah Variasi Warna""), 10)",Edge Chromium 117,,,2023-10-05 15:41:56,2023-10-05 15:41:57,0.523s,PASSED
assert variasiAwal.size() + 20 == variasiAkhir.size(),Edge Chromium 117,,,2023-10-05 15:41:57,2023-10-05 15:41:57,0.001s,PASSED
,,,,,,,
